,question,answer
219,What’s the Dinner time traffic like in Myeongdong?,"The requested Dinner time congestion in Myeongdong is 
내선 :17:00 - 77.2, 17:30 - 7.9, 18:00 - 125.8, 18:30 - 32.9, 19:00 - 121.1, 19:30 - 95.9. mean congestion is 76.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 28.8, 17:30 - 79.9, 18:00 - 97.6, 18:30 - 95.6, 19:00 - 58.0, 19:30 - 57.3. mean congestion is 69.5. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
220,What’s the population density in Gangnam around Breakfast time?,"The requested Breakfast time congestion in Gangnam is 
상선 :7:00 - 17.1, 7:30 - 89.8, 8:00 - 69.8, 8:30 - 85.4, 9:00 - 75.6, 9:30 - 3.6. mean congestion is 56.9. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :7:00 - 86.7, 7:30 - 10.7, 8:00 - 87.1, 8:30 - 4.4, 9:00 - 7.9, 9:30 - 31.8. mean congestion is 38.1. This time period is not busy, so it's a good time to visit.
"
221,How heavy is the crowd in Gangnam around Pre-dawn?,"The requested Pre-dawn congestion in Gangnam is 
내선 :5:30 - 21.5, 6:00 - 58.0, 6:30 - 29.8. mean congestion is 36.4. This time period is not busy, so it's a good time to visit.
외선 :5:30 - 40.7, 6:00 - 29.7, 6:30 - 52.4. mean congestion is 40.9. This time period is not busy, so it's a good time to visit.
"
222,What are the crowds like in Gangnam during Mid-morning hours?,"The requested Mid-morning hours congestion in Gangnam is 
내선 :10:00 - 3.3, 10:30 - 23.6, 11:00 - 69.0, 11:30 - 109.6. mean congestion is 51.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :10:00 - 124.5, 10:30 - 14.4, 11:00 - 81.2, 11:30 - 78.4. mean congestion is 74.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
223,What’s the foot traffic in Hongdea during Midday?,"The requested Midday congestion in Hongdea is 
내선 :12:00 - 2.3, 12:30 - 32.9, 13:00 - 72.3, 13:30 - 61.8, 14:00 - 104.5, 14:30 - 22.1. mean congestion is 49.3. This time period is not busy, so it's a good time to visit.
외선 :12:00 - 9.3, 12:30 - 62.7, 13:00 - 15.9, 13:30 - 109.5, 14:00 - 77.5, 14:30 - 8.2. mean congestion is 47.2. This time period is not busy, so it's a good time to visit.
"
224,What are the crowds like in Gangnam during Dinner time?,"The requested Dinner time congestion in Gangnam is 
내선 :17:00 - 104.1, 17:30 - 62.9, 18:00 - 9.1, 18:30 - 62.4, 19:00 - 90.2, 19:30 - 76.7. mean congestion is 67.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 32.4, 17:30 - 128.1, 18:00 - 87.4, 18:30 - 33.9, 19:00 - 97.6, 19:30 - 58.6. mean congestion is 73.0. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
225,What’s the foot traffic in Hongdea during Golden hour?,"The requested Golden hour congestion in Hongdea is 
내선 :7:00 - 122.0, 7:30 - 67.0, 8:00 - 49.4, 8:30 - 8.7, 9:00 - 21.4, 9:30 - 11.3, 17:00 - 74.7, 17:30 - 76.7, 18:00 - 66.5, 18:30 - 23.3, 19:00 - 86.5, 19:30 - 17.6. mean congestion is 52.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 88.1, 7:30 - 28.1, 8:00 - 77.6, 8:30 - 104.1, 9:00 - 12.5, 9:30 - 109.0, 17:00 - 26.0, 17:30 - 92.9, 18:00 - 42.4, 18:30 - 23.8, 19:00 - 2.7, 19:30 - 96.7. mean congestion is 58.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
226,How much foot traffic does Gangnam have at Brunch hour?,"The requested Brunch hour congestion in Gangnam is 
내선 :10:00 - 0.7, 10:30 - 98.4, 11:00 - 89.4, 11:30 - 40.9. mean congestion is 57.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :10:00 - 67.1, 10:30 - 57.1, 11:00 - 68.6, 11:30 - 0.1. mean congestion is 48.2. This time period is not busy, so it's a good time to visit.
"
227,How full does Gangnam get during Dinner time?,"The requested Dinner time congestion in Gangnam is 
내선 :17:00 - 101.3, 17:30 - 9.1, 18:00 - 109.3, 18:30 - 25.6, 19:00 - 101.1, 19:30 - 5.2. mean congestion is 58.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 31.3, 17:30 - 51.2, 18:00 - 94.3, 18:30 - 109.9, 19:00 - 58.6, 19:30 - 29.7. mean congestion is 62.5. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
228,How full does Myeongdong get during Midday?,"The requested Midday congestion in Myeongdong is 
내선 :12:00 - 39.1, 12:30 - 5.0, 13:00 - 84.3, 13:30 - 67.7, 14:00 - 72.5, 14:30 - 127.8. mean congestion is 66.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :12:00 - 128.6, 12:30 - 41.3, 13:00 - 126.6, 13:30 - 107.3, 14:00 - 4.6, 14:30 - 119.5. mean congestion is 88.0. This time period is crowded, so we recommend visiting during a different time.
"
229,How dense is the crowd in Hongdea around Dinnertime bustle?,"The requested Dinnertime bustle congestion in Hongdea is 
상선 :17:00 - 63.8, 17:30 - 89.8, 18:00 - 36.5, 18:30 - 42.4, 19:00 - 18.3, 19:30 - 118.1. mean congestion is 61.5. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :17:00 - 44.5, 17:30 - 92.2, 18:00 - 26.3, 18:30 - 98.1, 19:00 - 101.2, 19:30 - 92.4. mean congestion is 75.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
230,How heavy is the crowd in Gangnam around Mid-morning hours?,"The requested Mid-morning hours congestion in Gangnam is 
내선 :10:00 - 22.1, 10:30 - 35.4, 11:00 - 21.9, 11:30 - 49.9. mean congestion is 32.3. This time period is not busy, so it's a good time to visit.
외선 :10:00 - 42.6, 10:30 - 26.7, 11:00 - 61.1, 11:30 - 59.9. mean congestion is 47.6. This time period is not busy, so it's a good time to visit.
"
231,What’s the foot traffic in Myeongdong during Commuter time?,"The requested Commuter time congestion in Myeongdong is 
내선 :7:00 - 47.6, 7:30 - 121.1, 8:00 - 4.3, 8:30 - 78.4, 9:00 - 13.6, 9:30 - 48.3, 17:00 - 16.1, 17:30 - 123.2, 18:00 - 117.7, 18:30 - 98.8, 19:00 - 109.0, 19:30 - 115.9. mean congestion is 74.5. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 29.4, 7:30 - 68.5, 8:00 - 78.3, 8:30 - 113.8, 9:00 - 49.5, 9:30 - 62.6, 17:00 - 30.8, 17:30 - 85.1, 18:00 - 106.4, 18:30 - 20.9, 19:00 - 126.7, 19:30 - 45.8. mean congestion is 68.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
232,What’s the crowd flow like in Hongdea during Breakfast time?,"The requested Breakfast time congestion in Hongdea is 
상선 :7:00 - 76.6, 7:30 - 16.8, 8:00 - 66.1, 8:30 - 117.1, 9:00 - 33.6, 9:30 - 105.1. mean congestion is 69.2. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :7:00 - 9.3, 7:30 - 110.7, 8:00 - 51.0, 8:30 - 9.6, 9:00 - 8.7, 9:30 - 61.5. mean congestion is 41.8. This time period is not busy, so it's a good time to visit.
"
233,How busy is Gangnam around Midday?,"The requested Midday congestion in Gangnam is 
내선 :12:00 - 22.2, 12:30 - 38.4, 13:00 - 11.3, 13:30 - 4.6, 14:00 - 53.5, 14:30 - 114.9. mean congestion is 40.8. This time period is not busy, so it's a good time to visit.
외선 :12:00 - 44.9, 12:30 - 114.5, 13:00 - 81.4, 13:30 - 106.1, 14:00 - 125.0, 14:30 - 112.5. mean congestion is 97.4. This time period is crowded, so we recommend visiting during a different time.
"
234,How dense is the crowd in Hongdea around Evening peak?,"The requested Evening peak congestion in Hongdea is 
내선 :17:00 - 57.5, 17:30 - 34.6, 18:00 - 69.1, 18:30 - 128.1, 19:00 - 53.8, 19:30 - 86.3. mean congestion is 71.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 74.0, 17:30 - 100.0, 18:00 - 56.0, 18:30 - 102.1, 19:00 - 14.0, 19:30 - 109.9. mean congestion is 76.0. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
235,How heavy is the crowd in Gangnam around Lunch hour?,"The requested Lunch hour congestion in Gangnam is 
내선 :12:00 - 119.0, 12:30 - 114.8, 13:00 - 13.9, 13:30 - 122.5, 14:00 - 68.5, 14:30 - 40.3. mean congestion is 79.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :12:00 - 36.6, 12:30 - 92.2, 13:00 - 67.7, 13:30 - 74.7, 14:00 - 124.3, 14:30 - 37.2. mean congestion is 72.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
236,How packed does Hongdea get around Early bird hours?,"The requested Early bird hours congestion in Hongdea is 
내선 :7:00 - 87.0, 7:30 - 70.3, 8:00 - 66.0, 8:30 - 108.2, 9:00 - 107.1, 9:30 - 84.9. mean congestion is 87.2. This time period is crowded, so we recommend visiting during a different time.
외선 :7:00 - 7.4, 7:30 - 113.9, 8:00 - 59.4, 8:30 - 78.3, 9:00 - 59.1, 9:30 - 61.1. mean congestion is 63.2. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
237,How packed does Gangnam get around Peak travel time?,"The requested Peak travel time congestion in Gangnam is 
내선 :7:00 - 40.6, 7:30 - 20.8, 8:00 - 65.2, 8:30 - 20.5, 9:00 - 90.5, 9:30 - 83.7, 17:00 - 53.0, 17:30 - 96.3, 18:00 - 67.9, 18:30 - 126.0, 19:00 - 48.7, 19:30 - 40.4. mean congestion is 62.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 107.7, 7:30 - 61.1, 8:00 - 89.0, 8:30 - 4.7, 9:00 - 103.5, 9:30 - 85.2, 17:00 - 92.2, 17:30 - 108.3, 18:00 - 72.9, 18:30 - 44.0, 19:00 - 22.7, 19:30 - 8.8. mean congestion is 66.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
238,Is Gangnam packed around Lunchtime?,"The requested Lunchtime congestion in Gangnam is 
내선 :12:00 - 115.3, 12:30 - 23.9, 13:00 - 121.6, 13:30 - 11.5, 14:00 - 119.0, 14:30 - 123.4. mean congestion is 85.8. This time period is crowded, so we recommend visiting during a different time.
외선 :12:00 - 12.0, 12:30 - 51.9, 13:00 - 109.9, 13:30 - 129.5, 14:00 - 70.1, 14:30 - 109.7. mean congestion is 80.5. This time period is crowded, so we recommend visiting during a different time.
"
239,What’s the population density in Gangnam around Morning hustle?,"The requested Morning hustle congestion in Gangnam is 
내선 :7:00 - 43.8, 7:30 - 51.8, 8:00 - 1.6, 8:30 - 117.1, 9:00 - 56.2, 9:30 - 85.0. mean congestion is 59.2. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 55.5, 7:30 - 17.9, 8:00 - 45.2, 8:30 - 79.4, 9:00 - 8.8, 9:30 - 70.6. mean congestion is 46.2. This time period is not busy, so it's a good time to visit.
"
240,How dense is the crowd in Hongdea around Afternoon traffic?,"The requested Afternoon traffic congestion in Hongdea is 
내선 :17:00 - 64.3, 17:30 - 67.9, 18:00 - 88.5, 18:30 - 9.4, 19:00 - 28.6, 19:30 - 108.5. mean congestion is 61.2. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 3.0, 17:30 - 14.7, 18:00 - 117.1, 18:30 - 43.9, 19:00 - 51.5, 19:30 - 1.1. mean congestion is 38.6. This time period is not busy, so it's a good time to visit.
"
241,How much foot traffic does Myeongdong have at Mid-morning hours?,"The requested Mid-morning hours congestion in Myeongdong is 
내선 :10:00 - 82.2, 10:30 - 25.3, 11:00 - 84.2, 11:30 - 14.2. mean congestion is 51.5. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :10:00 - 84.2, 10:30 - 83.2, 11:00 - 65.0, 11:30 - 5.9. mean congestion is 59.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
242,What’s the population density in Myeongdong around Commuter time?,"The requested Commuter time congestion in Myeongdong is 
상선 :7:00 - 87.0, 7:30 - 19.0, 8:00 - 98.3, 8:30 - 46.8, 9:00 - 89.8, 9:30 - 101.1, 17:00 - 57.4, 17:30 - 85.8, 18:00 - 19.3, 18:30 - 26.4, 19:00 - 55.1, 19:30 - 85.7. mean congestion is 64.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :7:00 - 56.2, 7:30 - 42.2, 8:00 - 88.0, 8:30 - 15.4, 9:00 - 36.1, 9:30 - 76.1, 17:00 - 129.1, 17:30 - 89.1, 18:00 - 8.0, 18:30 - 128.6, 19:00 - 70.8, 19:30 - 23.3. mean congestion is 63.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
243,How are the crowds in Gangnam at Late afternoon?,"The requested Late afternoon congestion in Gangnam is 
상선 :12:00 - 60.8, 12:30 - 122.6, 13:00 - 82.2, 13:30 - 37.5, 14:00 - 120.9, 14:30 - 46.1. mean congestion is 78.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :12:00 - 88.8, 12:30 - 36.6, 13:00 - 47.1, 13:30 - 4.5, 14:00 - 20.1, 14:30 - 63.7. mean congestion is 43.5. This time period is not busy, so it's a good time to visit.
"
244,Is Myeongdong busy around Early bird hours?,"The requested Early bird hours congestion in Myeongdong is 
내선 :7:00 - 69.4, 7:30 - 95.2, 8:00 - 87.4, 8:30 - 98.5, 9:00 - 6.4, 9:30 - 61.5. mean congestion is 69.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 112.8, 7:30 - 125.4, 8:00 - 91.7, 8:30 - 54.3, 9:00 - 39.4, 9:30 - 105.2. mean congestion is 88.1. This time period is crowded, so we recommend visiting during a different time.
"
245,What’s the crowd situation in Gangnam at Dawn hours?,"The requested Dawn hours congestion in Gangnam is 
상선 :5:30 - 110.3, 6:00 - 115.7, 6:30 - 99.9. mean congestion is 108.6. This time period is crowded, so we recommend visiting during a different time.
하선 :5:30 - 62.1, 6:00 - 45.8, 6:30 - 76.9. mean congestion is 61.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
246,How crowded is Gangnam usually at Commuter time?,"The requested Commuter time congestion in Gangnam is 
내선 :7:00 - 45.9, 7:30 - 127.2, 8:00 - 113.5, 8:30 - 44.8, 9:00 - 111.4, 9:30 - 97.0, 17:00 - 6.5, 17:30 - 34.3, 18:00 - 41.9, 18:30 - 106.0, 19:00 - 127.5, 19:30 - 123.0. mean congestion is 81.6. This time period is crowded, so we recommend visiting during a different time.
외선 :7:00 - 0.2, 7:30 - 128.6, 8:00 - 122.9, 8:30 - 48.7, 9:00 - 46.4, 9:30 - 79.1, 17:00 - 111.2, 17:30 - 20.5, 18:00 - 92.0, 18:30 - 109.7, 19:00 - 46.7, 19:30 - 124.3. mean congestion is 77.5. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
247,What’s the population density in Gangnam around Twilight commute?,"The requested Twilight commute congestion in Gangnam is 
내선 :17:00 - 32.8, 17:30 - 10.2, 18:00 - 116.9, 18:30 - 42.8, 19:00 - 62.4, 19:30 - 80.3. mean congestion is 57.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 80.9, 17:30 - 2.6, 18:00 - 40.4, 18:30 - 115.2, 19:00 - 10.7, 19:30 - 15.9. mean congestion is 44.3. This time period is not busy, so it's a good time to visit.
"
248,How dense is the crowd in Myeongdong around Lunchtime?,"The requested Lunchtime congestion in Myeongdong is 
내선 :12:00 - 50.4, 12:30 - 73.3, 13:00 - 43.9, 13:30 - 74.5, 14:00 - 66.6, 14:30 - 80.5. mean congestion is 64.9. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :12:00 - 48.4, 12:30 - 26.3, 13:00 - 98.8, 13:30 - 32.7, 14:00 - 95.2, 14:30 - 7.8. mean congestion is 51.5. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
249,What’s the crowd situation in Myeongdong at Commuter time?,"The requested Commuter time congestion in Myeongdong is 
상선 :7:00 - 29.3, 7:30 - 36.0, 8:00 - 103.4, 8:30 - 92.7, 9:00 - 112.9, 9:30 - 39.1, 17:00 - 99.6, 17:30 - 103.4, 18:00 - 86.4, 18:30 - 31.9, 19:00 - 45.9, 19:30 - 112.1. mean congestion is 74.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :7:00 - 100.4, 7:30 - 101.7, 8:00 - 59.1, 8:30 - 72.4, 9:00 - 119.7, 9:30 - 35.6, 17:00 - 5.6, 17:30 - 59.5, 18:00 - 99.4, 18:30 - 18.5, 19:00 - 88.6, 19:30 - 16.0. mean congestion is 64.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
250,What’s the crowd level in Myeongdong during Lunchtime rush?,"The requested Lunchtime rush congestion in Myeongdong is 
상선 :12:00 - 0.3, 12:30 - 99.8, 13:00 - 91.8, 13:30 - 21.1, 14:00 - 7.5, 14:30 - 52.7. mean congestion is 45.5. This time period is not busy, so it's a good time to visit.
하선 :12:00 - 14.2, 12:30 - 125.4, 13:00 - 25.5, 13:30 - 24.7, 14:00 - 86.8, 14:30 - 20.6. mean congestion is 49.5. This time period is not busy, so it's a good time to visit.
"
251,How crowded is Gangnam around Midday?,"The requested Midday congestion in Gangnam is 
상선 :12:00 - 50.3, 12:30 - 44.6, 13:00 - 127.0, 13:30 - 120.7, 14:00 - 23.1, 14:30 - 102.2. mean congestion is 78.0. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :12:00 - 109.9, 12:30 - 102.4, 13:00 - 75.5, 13:30 - 17.8, 14:00 - 44.0, 14:30 - 69.3. mean congestion is 69.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
252,What’s the crowd flow like in Myeongdong during Afternoon traffic?,"The requested Afternoon traffic congestion in Myeongdong is 
내선 :17:00 - 89.7, 17:30 - 97.8, 18:00 - 107.0, 18:30 - 87.2, 19:00 - 27.7, 19:30 - 26.2. mean congestion is 72.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 112.5, 17:30 - 72.7, 18:00 - 71.5, 18:30 - 76.2, 19:00 - 92.6, 19:30 - 122.5. mean congestion is 91.3. This time period is crowded, so we recommend visiting during a different time.
"
253,What’s the crowd flow like in Hongdea during Midday?,"The requested Midday congestion in Hongdea is 
상선 :12:00 - 113.7, 12:30 - 74.8, 13:00 - 95.9, 13:30 - 117.4, 14:00 - 104.7, 14:30 - 109.9. mean congestion is 102.7. This time period is crowded, so we recommend visiting during a different time.
하선 :12:00 - 41.0, 12:30 - 57.8, 13:00 - 34.0, 13:30 - 98.7, 14:00 - 41.6, 14:30 - 64.5. mean congestion is 56.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
254,What’s the crowd flow like in Myeongdong during Golden hour?,"The requested Golden hour congestion in Myeongdong is 
내선 :7:00 - 18.5, 7:30 - 81.6, 8:00 - 4.4, 8:30 - 78.7, 9:00 - 50.3, 9:30 - 121.8, 17:00 - 111.2, 17:30 - 76.2, 18:00 - 124.6, 18:30 - 103.8, 19:00 - 53.0, 19:30 - 113.5. mean congestion is 78.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 54.0, 7:30 - 63.0, 8:00 - 107.3, 8:30 - 126.3, 9:00 - 87.8, 9:30 - 59.3, 17:00 - 4.1, 17:30 - 20.1, 18:00 - 54.6, 18:30 - 19.5, 19:00 - 89.3, 19:30 - 58.0. mean congestion is 61.9. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
255,How crowded is Myeongdong around Morning hustle?,"The requested Morning hustle congestion in Myeongdong is 
상선 :7:00 - 117.4, 7:30 - 93.1, 8:00 - 23.7, 8:30 - 7.3, 9:00 - 46.0, 9:30 - 21.3. mean congestion is 51.5. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :7:00 - 49.1, 7:30 - 75.2, 8:00 - 34.7, 8:30 - 37.4, 9:00 - 104.4, 9:30 - 21.4. mean congestion is 53.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
256,What are the crowds like in Gangnam during Lunchtime?,"The requested Lunchtime congestion in Gangnam is 
상선 :12:00 - 108.3, 12:30 - 90.6, 13:00 - 75.8, 13:30 - 95.4, 14:00 - 45.8, 14:30 - 124.1. mean congestion is 90.0. This time period is crowded, so we recommend visiting during a different time.
하선 :12:00 - 78.3, 12:30 - 11.7, 13:00 - 40.7, 13:30 - 51.7, 14:00 - 29.8, 14:30 - 67.5. mean congestion is 46.6. This time period is not busy, so it's a good time to visit.
"
257,Is Gangnam packed around Daybreak?,"The requested Daybreak congestion in Gangnam is 
내선 :5:30 - 22.9, 6:00 - 111.7, 6:30 - 87.5. mean congestion is 74.0. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :5:30 - 57.6, 6:00 - 9.6, 6:30 - 120.5. mean congestion is 62.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
258,How dense is the crowd in Gangnam around Commuter time?,"The requested Commuter time congestion in Gangnam is 
내선 :7:00 - 73.8, 7:30 - 93.4, 8:00 - 101.8, 8:30 - 53.6, 9:00 - 95.0, 9:30 - 11.8, 17:00 - 55.7, 17:30 - 31.8, 18:00 - 25.3, 18:30 - 74.0, 19:00 - 50.0, 19:30 - 17.7. mean congestion is 57.0. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 86.3, 7:30 - 90.2, 8:00 - 116.6, 8:30 - 56.9, 9:00 - 72.7, 9:30 - 37.4, 17:00 - 45.1, 17:30 - 127.0, 18:00 - 17.7, 18:30 - 63.5, 19:00 - 129.3, 19:30 - 63.8. mean congestion is 75.5. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
259,How are the crowds in Myeongdong at Dinnertime bustle?,"The requested Dinnertime bustle congestion in Myeongdong is 
내선 :17:00 - 29.7, 17:30 - 105.2, 18:00 - 17.6, 18:30 - 103.1, 19:00 - 7.6, 19:30 - 49.2. mean congestion is 52.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 98.5, 17:30 - 42.5, 18:00 - 86.4, 18:30 - 33.1, 19:00 - 49.5, 19:30 - 8.3. mean congestion is 53.0. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
260,What’s the crowd situation in Myeongdong at Lunchtime?,"The requested Lunchtime congestion in Myeongdong is 
상선 :12:00 - 120.9, 12:30 - 87.2, 13:00 - 124.2, 13:30 - 2.8, 14:00 - 27.3, 14:30 - 89.5. mean congestion is 75.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :12:00 - 88.0, 12:30 - 105.7, 13:00 - 29.9, 13:30 - 126.9, 14:00 - 50.9, 14:30 - 72.8. mean congestion is 79.0. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
261,How packed does Hongdea get around Pre-dawn?,"The requested Pre-dawn congestion in Hongdea is 
상선 :5:30 - 100.7, 6:00 - 39.4, 6:30 - 47.8. mean congestion is 62.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :5:30 - 65.8, 6:00 - 120.9, 6:30 - 76.4. mean congestion is 87.7. This time period is crowded, so we recommend visiting during a different time.
"
262,How dense is the crowd in Hongdea around Midday?,"The requested Midday congestion in Hongdea is 
내선 :12:00 - 15.7, 12:30 - 47.2, 13:00 - 124.2, 13:30 - 22.0, 14:00 - 109.7, 14:30 - 52.5. mean congestion is 61.9. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :12:00 - 13.2, 12:30 - 25.2, 13:00 - 26.7, 13:30 - 99.3, 14:00 - 104.6, 14:30 - 35.1. mean congestion is 50.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
263,Is Gangnam packed around Daybreak?,"The requested Daybreak congestion in Gangnam is 
내선 :5:30 - 38.4, 6:00 - 11.8, 6:30 - 24.9. mean congestion is 25.0. This time period is not busy, so it's a good time to visit.
외선 :5:30 - 48.5, 6:00 - 3.3, 6:30 - 5.1. mean congestion is 19.0. This time period is not busy, so it's a good time to visit.
"
264,How busy is Hongdea around Early morning?,"The requested Early morning congestion in Hongdea is 
내선 :5:30 - 27.5, 6:00 - 20.1, 6:30 - 79.0. mean congestion is 42.2. This time period is not busy, so it's a good time to visit.
외선 :5:30 - 99.2, 6:00 - 35.2, 6:30 - 66.2. mean congestion is 66.9. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
265,What’s the crowd level in Hongdea during Early morning?,"The requested Early morning congestion in Hongdea is 
내선 :5:30 - 89.0, 6:00 - 35.4, 6:30 - 79.1. mean congestion is 67.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :5:30 - 94.3, 6:00 - 48.4, 6:30 - 7.5. mean congestion is 50.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
266,What’s the foot traffic in Gangnam during Afternoon peak?,"The requested Afternoon peak congestion in Gangnam is 
내선 :17:00 - 121.1, 17:30 - 76.6, 18:00 - 106.9, 18:30 - 107.1, 19:00 - 63.1, 19:30 - 24.7. mean congestion is 83.3. This time period is crowded, so we recommend visiting during a different time.
외선 :17:00 - 61.1, 17:30 - 107.2, 18:00 - 72.6, 18:30 - 38.6, 19:00 - 125.0, 19:30 - 28.4. mean congestion is 72.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
267,What’s the crowd flow like in Myeongdong during Peak travel time?,"The requested Peak travel time congestion in Myeongdong is 
내선 :7:00 - 33.0, 7:30 - 85.3, 8:00 - 120.8, 8:30 - 13.4, 9:00 - 92.1, 9:30 - 53.3, 17:00 - 67.5, 17:30 - 95.0, 18:00 - 115.7, 18:30 - 13.6, 19:00 - 82.9, 19:30 - 109.1. mean congestion is 73.5. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 32.6, 7:30 - 45.7, 8:00 - 77.1, 8:30 - 39.3, 9:00 - 89.7, 9:30 - 114.5, 17:00 - 66.6, 17:30 - 17.6, 18:00 - 42.5, 18:30 - 76.7, 19:00 - 80.7, 19:30 - 4.0. mean congestion is 57.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
268,How heavy is the crowd in Myeongdong around Dawn hours?,"The requested Dawn hours congestion in Myeongdong is 
상선 :5:30 - 49.8, 6:00 - 89.6, 6:30 - 96.4. mean congestion is 78.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :5:30 - 38.2, 6:00 - 121.6, 6:30 - 110.4. mean congestion is 90.1. This time period is crowded, so we recommend visiting during a different time.
"
