,question,answer
215,Is MyeongDong busy around Evening rush?,"The requested Evening rush congestion in MyeongDong is 16:00 - 0.61, 17:00 - 1.22, 18:00 - 0.81, 19:00 - 1.46, 20:00 - 0.05. mean congestion is 0.83. This time frame is crowded, so we recommend visiting during a different time."
216,How heavy is the crowd in HongDea around Late afternoon?,"The requested Late afternoon congestion in HongDea is 13:00 - 0.33, 14:00 - 0.51, 15:00 - 1.34. mean congestion is 0.73. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
217,Is HongDea busy around Lunchtime rush?,"The requested Lunchtime rush congestion in HongDea is 13:00 - 1.46, 14:00 - 0.85, 15:00 - 0.27. mean congestion is 0.86. This time frame is crowded, so we recommend visiting during a different time."
218,Is GangNam busy around Post-work rush?,"The requested Post-work rush congestion in GangNam is 16:00 - 0.09, 17:00 - 0.56, 18:00 - 0.78, 19:00 - 0.58, 20:00 - 0.52. mean congestion is 0.51. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
219,What’s the crowd flow like in MyeongDong during Peak travel time?,"The requested Peak travel time congestion in MyeongDong is 7:00 - 1.26, 8:00 - 0.46, 9:00 - 0.94, 16:00 - 0.89, 17:00 - 1.32, 18:00 - 0.39, 19:00 - 0.36, 20:00 - 0.49. mean congestion is 0.76. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
220,How crowded is HongDea around Lunch hour?,"The requested Lunch hour congestion in HongDea is 13:00 - 0.78, 14:00 - 0.93, 15:00 - 0.97. mean congestion is 0.89. This time frame is crowded, so we recommend visiting during a different time."
221,What’s the congestion like in HongDea at High traffic time?,"The requested High traffic time congestion in HongDea is 7:00 - 1.23, 8:00 - 0.01, 9:00 - 0.94, 16:00 - 1.48, 17:00 - 0.38, 18:00 - 1.12, 19:00 - 1.38, 20:00 - 0.68. mean congestion is 0.9. This time frame is crowded, so we recommend visiting during a different time."
222,What’s the Lunchtime traffic like in GangNam?,"The requested Lunchtime congestion in GangNam is 13:00 - 1.19, 14:00 - 1.47, 15:00 - 0.16. mean congestion is 0.94. This time frame is crowded, so we recommend visiting during a different time."
223,How packed does MyeongDong get around Pre-dawn?,"The requested Pre-dawn congestion in MyeongDong is 5:00 - 0.39, 6:00 - 0.27. mean congestion is 0.33. This time frame is smooth, so there is no issue with visiting."
224,What’s the population density in HongDea around Morning rush hour?,"The requested Morning rush hour congestion in HongDea is 7:00 - 1.3, 8:00 - 1.43, 9:00 - 0.93. mean congestion is 1.22. This time frame is crowded, so we recommend visiting during a different time."
225,How packed does GangNam get around Evening peak?,"The requested Evening peak congestion in GangNam is 16:00 - 1.1, 17:00 - 0.98, 18:00 - 1.27, 19:00 - 1.19, 20:00 - 0.95. mean congestion is 1.1. This time frame is crowded, so we recommend visiting during a different time."
226,What’s the foot traffic in HongDea during Peak travel time?,"The requested Peak travel time congestion in HongDea is 7:00 - 0.48, 8:00 - 0.25, 9:00 - 0.97, 16:00 - 0.34, 17:00 - 0.23, 18:00 - 0.11, 19:00 - 1.06, 20:00 - 0.83. mean congestion is 0.53. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
227,What’s the people flow in HongDea around Dinner time?,"The requested Dinner time congestion in HongDea is 16:00 - 0.55, 17:00 - 0.03, 18:00 - 0.63, 19:00 - 0.32, 20:00 - 0.66. mean congestion is 0.44. This time frame is smooth, so there is no issue with visiting."
228,What’s the crowd level in GangNam during Evening rush?,"The requested Evening rush congestion in GangNam is 16:00 - 0.69, 17:00 - 1.35, 18:00 - 0.35, 19:00 - 1.01, 20:00 - 0.48. mean congestion is 0.78. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
229,Is GangNam packed around Dinner time?,"The requested Dinner time congestion in GangNam is 16:00 - 0.85, 17:00 - 1.08, 18:00 - 1.07, 19:00 - 0.22, 20:00 - 0.57. mean congestion is 0.76. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
230,What’s the crowd situation in MyeongDong at Lunchtime rush?,"The requested Lunchtime rush congestion in MyeongDong is 13:00 - 0.86, 14:00 - 0.55, 15:00 - 1.06. mean congestion is 0.82. This time frame is crowded, so we recommend visiting during a different time."
231,How packed does GangNam get around Commuter time?,"The requested Commuter time congestion in GangNam is 7:00 - 1.42, 8:00 - 1.08, 9:00 - 1.46, 16:00 - 1.09, 17:00 - 0.27, 18:00 - 0.15, 19:00 - 1.24, 20:00 - 0.53. mean congestion is 0.9. This time frame is crowded, so we recommend visiting during a different time."
232,Is GangNam packed around Dinnertime bustle?,"The requested Dinnertime bustle congestion in GangNam is 16:00 - 0.17, 17:00 - 0.95, 18:00 - 0.86, 19:00 - 1.25, 20:00 - 0.59. mean congestion is 0.76. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
233,Is HongDea packed around High traffic time?,"The requested High traffic time congestion in HongDea is 7:00 - 0.46, 8:00 - 1.07, 9:00 - 1.03, 16:00 - 0.83, 17:00 - 0.87, 18:00 - 0.89, 19:00 - 1.47, 20:00 - 0.35. mean congestion is 0.87. This time frame is crowded, so we recommend visiting during a different time."
234,How full does HongDea get during Brunch hour?,"The requested Brunch hour congestion in HongDea is 10:00 - 0.21, 11:00 - 1.42, 12:00 - 0.73. mean congestion is 0.79. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
235,What’s the crowd level in GangNam during Breakfast time?,"The requested Breakfast time congestion in GangNam is 7:00 - 0.88, 8:00 - 0.03, 9:00 - 0.89. mean congestion is 0.6. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
236,What’s the crowd flow like in MyeongDong during Midday?,"The requested Midday congestion in MyeongDong is 13:00 - 0.11, 14:00 - 1.38, 15:00 - 0.35. mean congestion is 0.61. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
237,What’s the population density in HongDea around Morning hustle?,"The requested Morning hustle congestion in HongDea is 7:00 - 0.05, 8:00 - 1.39, 9:00 - 1.25. mean congestion is 0.9. This time frame is crowded, so we recommend visiting during a different time."
238,What’s the crowd situation in MyeongDong at Golden hour?,"The requested Golden hour congestion in MyeongDong is 7:00 - 0.36, 8:00 - 0.56, 9:00 - 0.28, 16:00 - 0.21, 17:00 - 1.32, 18:00 - 0.51, 19:00 - 0.81, 20:00 - 1.04. mean congestion is 0.64. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
239,What are the crowds like in MyeongDong during Peak travel time?,"The requested Peak travel time congestion in MyeongDong is 7:00 - 1.3, 8:00 - 0.13, 9:00 - 1.41, 16:00 - 1.27, 17:00 - 0.4, 18:00 - 0.25, 19:00 - 0.87, 20:00 - 0.42. mean congestion is 0.76. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
240,What’s the people flow in HongDea around Peak travel time?,"The requested Peak travel time congestion in HongDea is 7:00 - 1.4, 8:00 - 0.57, 9:00 - 0.48, 16:00 - 1.45, 17:00 - 0.66, 18:00 - 0.18, 19:00 - 0.56, 20:00 - 1.23. mean congestion is 0.82. This time frame is crowded, so we recommend visiting during a different time."
241,How busy is GangNam around Dinnertime bustle?,"The requested Dinnertime bustle congestion in GangNam is 16:00 - 1.11, 17:00 - 0.15, 18:00 - 0.34, 19:00 - 1.15, 20:00 - 0.3. mean congestion is 0.61. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
242,How crowded is MyeongDong usually at Morning hustle?,"The requested Morning hustle congestion in MyeongDong is 7:00 - 1.12, 8:00 - 1.0, 9:00 - 0.72. mean congestion is 0.95. This time frame is crowded, so we recommend visiting during a different time."
243,Is GangNam packed around Commuter time?,"The requested Commuter time congestion in GangNam is 7:00 - 0.33, 8:00 - 0.55, 9:00 - 1.13, 16:00 - 0.45, 17:00 - 1.14, 18:00 - 0.62, 19:00 - 1.32, 20:00 - 0.27. mean congestion is 0.73. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
244,How busy is GangNam around Dinnertime bustle?,"The requested Dinnertime bustle congestion in GangNam is 16:00 - 1.27, 17:00 - 0.18, 18:00 - 0.97, 19:00 - 1.33, 20:00 - 0.28. mean congestion is 0.81. This time frame is crowded, so we recommend visiting during a different time."
245,What are the crowds like in MyeongDong during Dinner time?,"The requested Dinner time congestion in MyeongDong is 16:00 - 1.18, 17:00 - 1.0, 18:00 - 0.82, 19:00 - 1.29, 20:00 - 1.21. mean congestion is 1.1. This time frame is crowded, so we recommend visiting during a different time."
246,How heavy is the crowd in MyeongDong around Morning rush hour?,"The requested Morning rush hour congestion in MyeongDong is 7:00 - 1.2, 8:00 - 0.26, 9:00 - 1.38. mean congestion is 0.95. This time frame is crowded, so we recommend visiting during a different time."
247,How packed does HongDea get around Evening rush?,"The requested Evening rush congestion in HongDea is 16:00 - 1.27, 17:00 - 1.29, 18:00 - 0.63, 19:00 - 0.97, 20:00 - 0.66. mean congestion is 0.96. This time frame is crowded, so we recommend visiting during a different time."
248,How busy is HongDea around Afternoon peak?,"The requested Afternoon peak congestion in HongDea is 16:00 - 0.33, 17:00 - 0.65, 18:00 - 0.11, 19:00 - 1.24, 20:00 - 0.02. mean congestion is 0.47. This time frame is smooth, so there is no issue with visiting."
249,Is MyeongDong busy around Mid-morning hours?,"The requested Mid-morning hours congestion in MyeongDong is 10:00 - 0.24, 11:00 - 1.21, 12:00 - 1.2. mean congestion is 0.88. This time frame is crowded, so we recommend visiting during a different time."
250,What’s the crowd flow like in MyeongDong during Morning rush hour?,"The requested Morning rush hour congestion in MyeongDong is 7:00 - 1.3, 8:00 - 0.62, 9:00 - 1.18. mean congestion is 1.03. This time frame is crowded, so we recommend visiting during a different time."
251,How full does HongDea get during Peak travel time?,"The requested Peak travel time congestion in HongDea is 7:00 - 0.84, 8:00 - 0.9, 9:00 - 0.95, 16:00 - 0.91, 17:00 - 0.24, 18:00 - 1.48, 19:00 - 1.45, 20:00 - 0.06. mean congestion is 0.85. This time frame is crowded, so we recommend visiting during a different time."
252,What’s the congestion like in MyeongDong at Lunch hour?,"The requested Lunch hour congestion in MyeongDong is 13:00 - 0.4, 14:00 - 0.64, 15:00 - 0.37. mean congestion is 0.47. This time frame is smooth, so there is no issue with visiting."
253,Is HongDea busy around Twilight commute?,"The requested Twilight commute congestion in HongDea is 16:00 - 0.06, 17:00 - 1.14, 18:00 - 1.26, 19:00 - 1.45, 20:00 - 1.24. mean congestion is 1.03. This time frame is crowded, so we recommend visiting during a different time."
254,What’s the population density in GangNam around Commuter time?,"The requested Commuter time congestion in GangNam is 7:00 - 1.33, 8:00 - 1.29, 9:00 - 0.04, 16:00 - 0.97, 17:00 - 1.38, 18:00 - 0.83, 19:00 - 0.29, 20:00 - 1.3. mean congestion is 0.93. This time frame is crowded, so we recommend visiting during a different time."
255,How packed does HongDea get around Early morning?,"The requested Early morning congestion in HongDea is 5:00 - 0.89, 6:00 - 0.26. mean congestion is 0.57. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
256,What’s the crowd level in HongDea during Evening peak?,"The requested Evening peak congestion in HongDea is 16:00 - 1.13, 17:00 - 0.16, 18:00 - 0.8, 19:00 - 0.57, 20:00 - 1.23. mean congestion is 0.78. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
257,How much foot traffic does MyeongDong have at Late afternoon?,"The requested Late afternoon congestion in MyeongDong is 13:00 - 0.89, 14:00 - 1.1, 15:00 - 0.71. mean congestion is 0.9. This time frame is crowded, so we recommend visiting during a different time."
258,How busy is HongDea around Brunch hour?,"The requested Brunch hour congestion in HongDea is 10:00 - 0.13, 11:00 - 1.07, 12:00 - 1.16. mean congestion is 0.79. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
259,What’s the congestion like in HongDea at Evening rush?,"The requested Evening rush congestion in HongDea is 16:00 - 0.02, 17:00 - 1.06, 18:00 - 0.84, 19:00 - 1.42, 20:00 - 1.01. mean congestion is 0.87. This time frame is crowded, so we recommend visiting during a different time."
260,What’s the crowd flow like in HongDea during Afternoon traffic?,"The requested Afternoon traffic congestion in HongDea is 16:00 - 0.56, 17:00 - 0.75, 18:00 - 0.06, 19:00 - 0.49, 20:00 - 0.98. mean congestion is 0.57. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
261,What’s the crowd situation in HongDea at Brunch hour?,"The requested Brunch hour congestion in HongDea is 10:00 - 0.06, 11:00 - 0.81, 12:00 - 1.18. mean congestion is 0.68. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
262,Is HongDea busy around Noon hour?,"The requested Noon hour congestion in HongDea is 13:00 - 0.88, 14:00 - 1.34, 15:00 - 0.79. mean congestion is 1.0. This time frame is crowded, so we recommend visiting during a different time."
263,What’s the people flow in HongDea around Lunchtime?,"The requested Lunchtime congestion in HongDea is 13:00 - 1.23, 14:00 - 0.04, 15:00 - 0.88. mean congestion is 0.72. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
264,What’s the Evening commute traffic like in HongDea?,"The requested Evening commute congestion in HongDea is 16:00 - 1.46, 17:00 - 0.54, 18:00 - 0.38, 19:00 - 1.44, 20:00 - 0.78. mean congestion is 0.92. This time frame is crowded, so we recommend visiting during a different time."
265,What’s the crowd flow like in GangNam during Lunchtime rush?,"The requested Lunchtime rush congestion in GangNam is 13:00 - 0.19, 14:00 - 1.07, 15:00 - 0.7. mean congestion is 0.65. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
266,What’s the Breakfast time traffic like in HongDea?,"The requested Breakfast time congestion in HongDea is 7:00 - 0.08, 8:00 - 1.48, 9:00 - 0.65. mean congestion is 0.74. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
267,How dense is the crowd in HongDea around Brunch hour?,"The requested Brunch hour congestion in HongDea is 10:00 - 0.95, 11:00 - 1.36, 12:00 - 1.16. mean congestion is 1.16. This time frame is crowded, so we recommend visiting during a different time."
268,What’s the crowd flow like in HongDea during Peak travel time?,"The requested Peak travel time congestion in HongDea is 7:00 - 0.09, 8:00 - 1.41, 9:00 - 1.32, 16:00 - 0.87, 17:00 - 0.39, 18:00 - 1.15, 19:00 - 1.17, 20:00 - 1.37. mean congestion is 0.97. This time frame is crowded, so we recommend visiting during a different time."
269,How much foot traffic does GangNam have at Evening peak?,"The requested Evening peak congestion in GangNam is 16:00 - 0.38, 17:00 - 0.88, 18:00 - 0.0, 19:00 - 0.44, 20:00 - 1.02. mean congestion is 0.54. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
270,What’s the Dinnertime bustle traffic like in HongDea?,"The requested Dinnertime bustle congestion in HongDea is 16:00 - 0.31, 17:00 - 0.05, 18:00 - 0.68, 19:00 - 1.08, 20:00 - 1.25. mean congestion is 0.67. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
271,How are the crowds in MyeongDong at Afternoon peak?,"The requested Afternoon peak congestion in MyeongDong is 16:00 - 0.75, 17:00 - 1.21, 18:00 - 1.46, 19:00 - 0.17, 20:00 - 1.12. mean congestion is 0.94. This time frame is crowded, so we recommend visiting during a different time."
272,How heavy is the crowd in HongDea around Mid-morning hours?,"The requested Mid-morning hours congestion in HongDea is 10:00 - 0.21, 11:00 - 0.45, 12:00 - 0.81. mean congestion is 0.49. This time frame is smooth, so there is no issue with visiting."
273,What’s the foot traffic in MyeongDong during Sunset hours?,"The requested Sunset hours congestion in MyeongDong is 16:00 - 1.33, 17:00 - 1.17, 18:00 - 0.57, 19:00 - 0.49, 20:00 - 0.03. mean congestion is 0.72. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
274,How busy is MyeongDong around Early morning?,"The requested Early morning congestion in MyeongDong is 5:00 - 1.37, 6:00 - 0.88. mean congestion is 1.12. This time frame is crowded, so we recommend visiting during a different time."
275,What’s the crowd flow like in MyeongDong during Peak travel time?,"The requested Peak travel time congestion in MyeongDong is 7:00 - 0.5, 8:00 - 0.45, 9:00 - 1.5, 16:00 - 1.22, 17:00 - 1.23, 18:00 - 0.24, 19:00 - 0.25, 20:00 - 0.92. mean congestion is 0.79. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
276,How full does HongDea get during Evening rush?,"The requested Evening rush congestion in HongDea is 16:00 - 1.0, 17:00 - 1.34, 18:00 - 0.68, 19:00 - 1.49, 20:00 - 0.22. mean congestion is 0.95. This time frame is crowded, so we recommend visiting during a different time."
277,What are the crowds like in HongDea during Twilight commute?,"The requested Twilight commute congestion in HongDea is 16:00 - 0.15, 17:00 - 0.54, 18:00 - 0.16, 19:00 - 0.17, 20:00 - 1.04. mean congestion is 0.41. This time frame is smooth, so there is no issue with visiting."
278,How crowded is MyeongDong usually at Morning rush hour?,"The requested Morning rush hour congestion in MyeongDong is 7:00 - 1.38, 8:00 - 1.19, 9:00 - 0.38. mean congestion is 0.98. This time frame is crowded, so we recommend visiting during a different time."
279,What’s the population density in GangNam around Evening commute?,"The requested Evening commute congestion in GangNam is 16:00 - 1.25, 17:00 - 0.55, 18:00 - 0.85, 19:00 - 1.21, 20:00 - 1.14. mean congestion is 1.0. This time frame is crowded, so we recommend visiting during a different time."
280,What’s the crowd level in HongDea during Evening peak?,"The requested Evening peak congestion in HongDea is 16:00 - 1.23, 17:00 - 0.09, 18:00 - 1.05, 19:00 - 0.14, 20:00 - 1.21. mean congestion is 0.74. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
281,How full does MyeongDong get during Early bird hours?,"The requested Early bird hours congestion in MyeongDong is 7:00 - 1.05, 8:00 - 1.27, 9:00 - 1.19. mean congestion is 1.17. This time frame is crowded, so we recommend visiting during a different time."
282,How full does MyeongDong get during Dawn hours?,"The requested Dawn hours congestion in MyeongDong is 5:00 - 0.28, 6:00 - 0.71. mean congestion is 0.5. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
283,What’s the crowd flow like in GangNam during Afternoon traffic?,"The requested Afternoon traffic congestion in GangNam is 16:00 - 0.17, 17:00 - 1.25, 18:00 - 0.74, 19:00 - 0.95, 20:00 - 0.12. mean congestion is 0.65. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
284,What’s the people flow in GangNam around Lunchtime rush?,"The requested Lunchtime rush congestion in GangNam is 13:00 - 0.41, 14:00 - 1.48, 15:00 - 1.49. mean congestion is 1.13. This time frame is crowded, so we recommend visiting during a different time."
285,How busy is GangNam around Sunset hours?,"The requested Sunset hours congestion in GangNam is 16:00 - 0.97, 17:00 - 1.18, 18:00 - 0.29, 19:00 - 0.05, 20:00 - 0.87. mean congestion is 0.67. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
286,What’s the crowd level in MyeongDong during Brunch hour?,"The requested Brunch hour congestion in MyeongDong is 10:00 - 1.48, 11:00 - 1.3, 12:00 - 0.55. mean congestion is 1.11. This time frame is crowded, so we recommend visiting during a different time."
287,What are the crowds like in GangNam during Lunchtime rush?,"The requested Lunchtime rush congestion in GangNam is 13:00 - 1.11, 14:00 - 0.36, 15:00 - 1.45. mean congestion is 0.97. This time frame is crowded, so we recommend visiting during a different time."
288,How crowded is GangNam around Dinnertime bustle?,"The requested Dinnertime bustle congestion in GangNam is 16:00 - 0.5, 17:00 - 0.19, 18:00 - 1.49, 19:00 - 0.06, 20:00 - 0.93. mean congestion is 0.63. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
289,How heavy is the crowd in GangNam around Morning hustle?,"The requested Morning hustle congestion in GangNam is 7:00 - 0.44, 8:00 - 0.47, 9:00 - 1.38. mean congestion is 0.76. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
290,How busy is HongDea around Breakfast time?,"The requested Breakfast time congestion in HongDea is 7:00 - 0.4, 8:00 - 1.35, 9:00 - 0.36. mean congestion is 0.7. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
291,What’s the population density in GangNam around Commuter time?,"The requested Commuter time congestion in GangNam is 7:00 - 0.04, 8:00 - 0.49, 9:00 - 1.25, 16:00 - 0.07, 17:00 - 0.56, 18:00 - 0.21, 19:00 - 0.78, 20:00 - 0.66. mean congestion is 0.51. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
292,How are the crowds in GangNam at Evening peak?,"The requested Evening peak congestion in GangNam is 16:00 - 0.68, 17:00 - 1.2, 18:00 - 0.36, 19:00 - 1.42, 20:00 - 1.47. mean congestion is 1.03. This time frame is crowded, so we recommend visiting during a different time."
293,How packed does GangNam get around Morning rush hour?,"The requested Morning rush hour congestion in GangNam is 7:00 - 0.74, 8:00 - 0.98, 9:00 - 1.15. mean congestion is 0.96. This time frame is crowded, so we recommend visiting during a different time."
294,How busy is MyeongDong around Mid-morning hours?,"The requested Mid-morning hours congestion in MyeongDong is 10:00 - 0.38, 11:00 - 0.75, 12:00 - 0.69. mean congestion is 0.61. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
295,How are the crowds in HongDea at Lunchtime?,"The requested Lunchtime congestion in HongDea is 13:00 - 1.12, 14:00 - 0.71, 15:00 - 0.61. mean congestion is 0.81. This time frame is crowded, so we recommend visiting during a different time."
296,What’s the population density in MyeongDong around Twilight commute?,"The requested Twilight commute congestion in MyeongDong is 16:00 - 1.48, 17:00 - 1.43, 18:00 - 1.25, 19:00 - 1.25, 20:00 - 0.7. mean congestion is 1.22. This time frame is crowded, so we recommend visiting during a different time."
297,How dense is the crowd in GangNam around Golden hour?,"The requested Golden hour congestion in GangNam is 7:00 - 0.14, 8:00 - 0.46, 9:00 - 1.37, 16:00 - 0.75, 17:00 - 0.66, 18:00 - 0.2, 19:00 - 0.77, 20:00 - 0.98. mean congestion is 0.67. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
298,How heavy is the crowd in MyeongDong around Daybreak?,"The requested Daybreak congestion in MyeongDong is 5:00 - 1.25, 6:00 - 0.08. mean congestion is 0.66. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
299,How full does MyeongDong get during Afternoon traffic?,"The requested Afternoon traffic congestion in MyeongDong is 16:00 - 0.89, 17:00 - 1.08, 18:00 - 0.41, 19:00 - 0.23, 20:00 - 0.35. mean congestion is 0.59. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
300,What’s the foot traffic in HongDea during Twilight commute?,"The requested Twilight commute congestion in HongDea is 16:00 - 0.44, 17:00 - 1.17, 18:00 - 0.58, 19:00 - 1.13, 20:00 - 1.32. mean congestion is 0.93. This time frame is crowded, so we recommend visiting during a different time."
301,How are the crowds in GangNam at Morning hustle?,"The requested Morning hustle congestion in GangNam is 7:00 - 0.84, 8:00 - 0.86, 9:00 - 0.51. mean congestion is 0.74. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
302,What’s the crowd flow like in GangNam during Evening peak?,"The requested Evening peak congestion in GangNam is 16:00 - 0.73, 17:00 - 0.0, 18:00 - 1.09, 19:00 - 0.57, 20:00 - 0.79. mean congestion is 0.64. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
303,What’s the crowd flow like in HongDea during Brunch hour?,"The requested Brunch hour congestion in HongDea is 10:00 - 1.16, 11:00 - 0.79, 12:00 - 0.75. mean congestion is 0.9. This time frame is crowded, so we recommend visiting during a different time."
304,What’s the congestion like in HongDea at Lunchtime?,"The requested Lunchtime congestion in HongDea is 13:00 - 0.05, 14:00 - 1.04, 15:00 - 0.09. mean congestion is 0.39. This time frame is smooth, so there is no issue with visiting."
305,What’s the foot traffic in MyeongDong during Commuter time?,"The requested Commuter time congestion in MyeongDong is 7:00 - 0.12, 8:00 - 0.01, 9:00 - 0.81, 16:00 - 0.34, 17:00 - 1.38, 18:00 - 1.1, 19:00 - 0.67, 20:00 - 1.44. mean congestion is 0.73. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
306,What’s the people flow in HongDea around Lunch hour?,"The requested Lunch hour congestion in HongDea is 13:00 - 1.11, 14:00 - 0.13, 15:00 - 0.76. mean congestion is 0.67. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
307,What’s the population density in MyeongDong around Evening peak?,"The requested Evening peak congestion in MyeongDong is 16:00 - 0.59, 17:00 - 0.82, 18:00 - 1.21, 19:00 - 1.25, 20:00 - 0.69. mean congestion is 0.91. This time frame is crowded, so we recommend visiting during a different time."
308,How crowded is GangNam around Afternoon traffic?,"The requested Afternoon traffic congestion in GangNam is 16:00 - 0.69, 17:00 - 0.48, 18:00 - 0.2, 19:00 - 0.98, 20:00 - 0.86. mean congestion is 0.64. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
309,How are the crowds in MyeongDong at Dawn hours?,"The requested Dawn hours congestion in MyeongDong is 5:00 - 0.65, 6:00 - 1.31. mean congestion is 0.98. This time frame is crowded, so we recommend visiting during a different time."
310,What’s the population density in HongDea around Peak travel time?,"The requested Peak travel time congestion in HongDea is 7:00 - 0.11, 8:00 - 0.02, 9:00 - 1.45, 16:00 - 1.01, 17:00 - 1.46, 18:00 - 0.06, 19:00 - 0.98, 20:00 - 1.22. mean congestion is 0.79. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
311,What’s the crowd flow like in GangNam during Post-work rush?,"The requested Post-work rush congestion in GangNam is 16:00 - 0.97, 17:00 - 0.31, 18:00 - 1.36, 19:00 - 1.01, 20:00 - 0.02. mean congestion is 0.73. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
312,What’s the congestion like in HongDea at High traffic time?,"The requested High traffic time congestion in HongDea is 7:00 - 1.27, 8:00 - 1.35, 9:00 - 0.24, 16:00 - 0.09, 17:00 - 0.38, 18:00 - 0.91, 19:00 - 0.88, 20:00 - 0.58. mean congestion is 0.71. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
313,How full does MyeongDong get during Early morning?,"The requested Early morning congestion in MyeongDong is 5:00 - 0.73, 6:00 - 1.33. mean congestion is 1.03. This time frame is crowded, so we recommend visiting during a different time."
314,What’s the congestion like in HongDea at Post-work rush?,"The requested Post-work rush congestion in HongDea is 16:00 - 0.46, 17:00 - 1.38, 18:00 - 0.94, 19:00 - 0.84, 20:00 - 0.33. mean congestion is 0.79. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
315,How are the crowds in GangNam at Peak travel time?,"The requested Peak travel time congestion in GangNam is 7:00 - 0.09, 8:00 - 0.05, 9:00 - 0.4, 16:00 - 0.66, 17:00 - 1.38, 18:00 - 0.29, 19:00 - 0.3, 20:00 - 0.95. mean congestion is 0.52. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
316,How busy is GangNam around Afternoon peak?,"The requested Afternoon peak congestion in GangNam is 16:00 - 0.81, 17:00 - 0.07, 18:00 - 0.72, 19:00 - 0.15, 20:00 - 1.28. mean congestion is 0.61. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
317,How much foot traffic does MyeongDong have at Dinner time?,"The requested Dinner time congestion in MyeongDong is 16:00 - 0.52, 17:00 - 0.24, 18:00 - 0.15, 19:00 - 0.24, 20:00 - 1.42. mean congestion is 0.51. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
318,How are the crowds in HongDea at Twilight commute?,"The requested Twilight commute congestion in HongDea is 16:00 - 0.75, 17:00 - 1.05, 18:00 - 0.8, 19:00 - 0.01, 20:00 - 0.77. mean congestion is 0.68. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
319,Is MyeongDong packed around Lunchtime rush?,"The requested Lunchtime rush congestion in MyeongDong is 13:00 - 1.39, 14:00 - 0.21, 15:00 - 1.09. mean congestion is 0.9. This time frame is crowded, so we recommend visiting during a different time."
